Value,Rob. Std err,Rob. t-test,Rob. p-value,x
0.2911215780609812,0.10135560235823164,2.872279097430056,0.004075228797373098,IPES_SCORE_n
0.7998125104007703,0.21710084993427975,3.684059784394615,0.00022954836461641648,cnt_intersections_n
-0.004076848925876971,0.000935756378555626,-4.356741796587841,1.3201284401853641e-05,dist2stop_n
2.649280881723866,0.30111862694799696,8.798130187347711,0.0,dist2tahoe_n
-0.34310775320664444,0.17771405897759543,-1.9306731002632738,0.05352349152232927,is_towncenter
0.4245569050080542,0.12693024842211634,3.3448048064647087,0.0008234049743476302,isbailey3
0.43943259896708026,0.07735986228050175,5.680369457920268,1.3440410118192858e-08,isbailey4p
0.4998649673354692,0.0842020783918126,5.936492030629895,2.91185053846732e-09,job_density_n
9.898580515847824,0.1994430708946465,49.631107621064636,0.0,lval_per_sqft_n
-0.9147189396238931,0.18751650007223467,-4.878071739135101,1.071279642772538e-06,mix_entropy
-3.2753884556547685,0.3057242095342402,-10.71353969855611,0.0,neighbors_FAR
1.1401329640912978,0.2357092948627745,4.837030142383913,1.3179344857672248e-06,neighbors_age_n
1.9508019703965005,0.13917666952903524,14.01673123087287,0.0,neighbors_per_built
0.11208183581438584,0.06353751865852728,1.7640260145623976,0.07772759943243024,pop_density_n
